Unnamed: 0,statement,type
813,i mean the thought of running gives fat people like me depression good job at not being fat and being able running long distances,NEGATIVE
396,i agree sir,POSITIVE
629,you are amazing i have been through so much depression parents divorce & your music has helped me through a lot your music is empowering maybe you can write one about inner struggle not being able to dry tears & finding someone who has changed your life i need more like that,NEGATIVE
606,1 800 273 8255   suicide hotline877 226 3111   addiction hotline844 228 2962   eating disorder hotline877 455 0628   self harm hotline888 640 5174   depression hotlineshare this for someone who might really need these phone numbers right now mrjayv,NEGATIVE
728,some of those that are hurting are in leadership roles themselves depression is not isolated to our employees pictwittercom tzknhl1q5y,NEGATIVE
448,umm not really i am just more fond of making out with through events and that would just make you all nervous,POSITIVE
1196,load of passion but still need three alarm cloc,SARCASM
519,chaotic depression do you even deserve food,NEGATIVE
380,i am glad that it is pouring a bit,POSITIVE
709,debating whether to delete all social media over summer cos do not think it is worth the double depression seeing everyone on hol when mines been cancelled emoji crying faceemoji crying face,NEGATIVE
995,vintage 1930s mayfair pink depression glass candy jar with lid open rose pattern via,NEGATIVE
1218,like i do not like using people appearance to insult it is petty distracts from the real evil they have done but,SARCASM
1353,bro heard of butterfly effect btw the tweet wa a joke chill man,SARCASM
611,many people have taken a mental health break in their lives whether for stress anxiety or depression only the truly sick in the head individuals would use this mental health break against them just because they do not agree with their opinion,NEGATIVE
824,its deteriorate and beyond for the sake of his own depression there is the idea of him havign,NEGATIVE
1213,i wa set to fly to playa del carmen dec 1996 from my new city we sat on the snowy tarmac for hour then were told to go home and come back the next day eventually made it to playa but the wasn t lost on me snowpocalypse2020,SARCASM
373,is tweeting for the first time and is watching music channels,POSITIVE
1408,dems playing the class warfare card it worked well for them in il nj ny,SARCASM
371,changed my email address for old navy newsletters and got another &quotthanks for signing up&quot coupon awesome,POSITIVE
1157,i find it comical that clemson is in the title game tonight and the only thing on your mind is me living rent free in your head,SARCASM
86,change your name to michelle,POSITIVE
342,is excited for her friend date today,POSITIVE
1321,virgin airline do not help but then neither do the tory party,SARCASM
947,true love is taking depression naps together,NEGATIVE
1010,much like trump sen cruz tragically born without an bone,SARCASM
755,depression   oh sorry that is one of the five stages of something else relevant,NEGATIVE
1037,yeah but that is the old testament we have to unhitch from that,SARCASM
1357,i did not have enough character left to add lol,SARCASM
1055,wa being exploited quit now fight for ubi,SARCASM
103,i am playing hooky from work today my voice is really gone tho so i am home today,POSITIVE
789,may 2016 the first month in eight or nine that i was fully out of depression it was crazy,NEGATIVE
602,actual picture of my anxiety depression and ocd when i am in the middle of finals pictwittercom vg5vzqfscj,NEGATIVE
508,me what is wrongmy girl *looks up at me with look of depression and stress on her face**me same babe same examseason,NEGATIVE
76,brownies are good any time of day,POSITIVE
1257,so now we just have the biggest elitist of all running the country,SARCASM
569,the world was suffering from the great depression,NEGATIVE
931,me after slipping into another depression,NEGATIVE
1496,angry polarizing conservative hater still insisting that the prime minister is divisive,SARCASM
1397,countered with climate change activist stuck in ice they said wa gone you are welcome,SARCASM
1339,of course it is still possible for the referendum to take place on 23 april the 97th anniversary of parliament foundation,SARCASM
457,ughsoo tiredgetting ready for schooljp here soon,POSITIVE
418,good morning everyone,POSITIVE
1077,andy can you read that tweet and then play lachs uva ul post game recording arrogant,SARCASM
1095,wow the atmosphere mean nothing to you there is no response doe not effect how we play quote no player ever,SARCASM
769,depression and anxiety are my best friend rn pictwittercom xujrvb32hp,NEGATIVE
1216,sad you had to add can we get off this ride yet,SARCASM
557,i can feel all that depression coming back emoji weary face,NEGATIVE
799,depression is fun,NEGATIVE
1451,it is the of what work in this current mindset of mass consumption wannabe fast due to caused by and being just another and is the light bringing color back to this sad world of and,SARCASM
1481,but it the human creating robot and substituting human labour with them,SARCASM
1204,richard spencer wa talking about the lying medium distorting reality with headline like this,SARCASM
411,just removed expired offers from the weekend and lots more expected in during the day today   chris,POSITIVE
1071,so much wrong with what you just said it is hard to find the start point of where to begin,SARCASM
54,finished my first shift and doors are opening already,POSITIVE
1119,take your hand off the wheel next time you re driving your car down the interstate and see how good of a pilot god is good luck,SARCASM
191,just had a fabulous 15 hr run in the desert with missy and kaya and is now off to run some errands before buffalo burgers,POSITIVE
595,depression really is a mf,NEGATIVE
828,at the last count i would received nearly 150 messages from people telling me about their own struggles since going public about my depression and anxiety as i said really overwhelming,NEGATIVE
679,nog having ptsd and depression is insanely good incredible,NEGATIVE
779,sometimes i come on this app to escape my depression and anxiety but i never really escape w2demoji disappointed but relieved face,NEGATIVE
441,yee oh and i would love to see you again anytime you are in town again,POSITIVE
67,is about to check out his new techno records from juno,POSITIVE
20,have not been able to sleep at all i think i will watch ugly betty online,POSITIVE
439,good morning ppl hoping to get rid of this monday morning feeling,POSITIVE
1238,note to myself when trying to be funny add an hashtag,SARCASM
1420,grouping million of people under close minded is being close minded itself,SARCASM
924,i use video games to cope with my depression,NEGATIVE
332,looking for boat rentals at lake eufaula for when family visits any recommendations,POSITIVE
1164,the problem with this badge is that the phrase independence day refers to a you holiday where they gained independence from the british and their army now we re coining the phrase to segregate ourselves from the eu bloc where we have access to great economic benefit,SARCASM
673,god of wars writing is so good it is giving me depressionpoor boy he is a badass pictwittercom sfuqetzsbh,NEGATIVE
834,excellent idea   too few talk mental health and depression still far too taboo in uk   let us talk,NEGATIVE
1069,law enforcement would need gun to take away gun,SARCASM
1394,this should be our biggest criticism of the brown organization like the pony express wa not available they could not send it by carrier pigeon,SARCASM
437,looking forward to seeing them are you planning on going back next year ,POSITIVE
811,skype therapy   mindfulness therapy via skype for anxiety & depression via,NEGATIVE
105,i would love to tweet all day today but i have work to do that must get done so i will tweet when i can god bless everyone tcot,POSITIVE
822,my girlfriend always apologizes to me for a lot of things like not hanging out with me to do homework and shit on that list i tell her she does not have to apologize for anything she apologizes for her depression pills taking away her sex drive i tell her all she does not have to,NEGATIVE
1378,the youtuber in question channel is literally here this place i went to and some interesting fact about it,SARCASM
641,as game 7 begins i am going to get real with you all for a second this has been the most challenging year of my life as many of you know i struggle with anxiety and depression daily while on prior medication heavy lexapro and proplanolol i forgot how to function,NEGATIVE
689,tweeting live in depression,NEGATIVE
837,11 symptoms of depression in men and how they differ from those in women,NEGATIVE
542,distance does not make the heart grow fonder it makes the heart grow depression,NEGATIVE
1450,it is beyond hilarious that a website search engine optimism company doe not have a website,SARCASM
1292,oh no you re right i mean the abc ha not been providing service to people living in the bushfire area have they,SARCASM
764,jesus is greater than your depression your sickness your trials do not let whatever you are going through bring you down there is victory in the name of jesus,NEGATIVE
902,so mentally imfine i have fought this anxiety depression war before my house is now built to repel attackers with moats archers and shit but you know armies are approaching againitll be a siege but i am pretty sure i can win this by attritionpretty sure pictwittercom rrqo2p3exx,NEGATIVE
167,aw have a safe trip sweety ill miss you more ox,POSITIVE
376,well chuffed with herself for surprising flynnmiester with balloons and presents,POSITIVE
134,me hair are not red its da light its blonde and black hey hotty who da other girl,POSITIVE
343,watching nba playoff coverage my favourite question do the jazz have a chance against the lakers everyone is answer so far no,POSITIVE
287,sammy if your reading this you are amazing your my sunshine i love you thanks for everything and i bet you feel the love now haha,POSITIVE
815,depression is realcan not begin to describe how i have been feeling this past comes from nowhere & wants to stay,NEGATIVE
714,drake and depression,NEGATIVE
647,how many of you mamas out there have had postpartum depression how many of you moms out there got help for itthemedicalmamac postpartumdepression mentalhealth mentalhealthmatters,NEGATIVE
1067,you know what they say any joke that need explanation wa not funny maybe you meant i will rise above having to explain the difference while referencing ku oooops my bad,SARCASM
959,fuck my family i literally told them i am getting really bad depression again and they do not give a fucking shit my sister is a fucking piece of shit i can not wait till the day i never have to see them again,NEGATIVE
989,she is the reason my depression starts,NEGATIVE
479,put another way   &quotremember you are unique   just like everybody else&quot,POSITIVE
1224,perhaps i should have added i really did not think it wa necessary,SARCASM
175,having a beer &amp corn dog i know weird combo the santa monica pier,POSITIVE
232,do not forget parents often think of their offspring as about 12 yo,POSITIVE
607,depression exercise decreases the chance of developing depression later in life,NEGATIVE
215,oh do not worry not going to be too bad cos its a sunday,POSITIVE
667,2day was terrible but napped showered and now i am drinking coffee in the car listening to bright eyes checkmate depression aha,NEGATIVE
1144,the very people who could do with a good education,SARCASM
1474,sorry for the distraction but when million have no food 2 eat a section of the society debate which food habit is superior,SARCASM
1160,oh yes ulip or even better term with return of premium,SARCASM
430,staying up late to help a friend,POSITIVE
289,kim  how are you  sorry for the sun burn lol hope your feeling good follow me p l e a s e  big fan &lt3,POSITIVE
307,anyway sarah prout we all wish you the best of luck and hope you have fun in the process cheers,POSITIVE
254,good stuff woop looking forward to tomorrow have a good day mr brian,POSITIVE
1161,want it so bad he also belief freddie should be traded and the rest of the team should be shot,SARCASM
596,can i just post this picture everyday pleaseit helps ease away my depression pictwittercom mjflajocdw,NEGATIVE
588,have a small penisyesyou suffer from depressionthis causes lonelinesstry adderall,NEGATIVE
1123,imagine a trump sycophant talking about fidelity to anyone,SARCASM
866,11 symptoms of depression in men and how they differ from those in women via,NEGATIVE
732,suicidal mini me actor verne troyer dies aged 49 after fight against depression became toomuch suicide mentalhealth vernetroyer,NEGATIVE
825,we were not looking for compensation although would have supported her we were looking for justice she developed anorexia attempted suicide and continues to have terrible bouts of depression & anxiety meanwhile he has children around him,NEGATIVE
168,well pizza but that is good too,POSITIVE
444,mmmm i ate some yesterday,POSITIVE
1214,if you d taken out all the tree instead of hugging them then there d be no fire stay safe come together fuck murdoch,SARCASM
1427,how hard can it be to program the most complex unpredictable thing in the world,SARCASM
14,i really love reflections and shadows,POSITIVE
324,  mysha &amp myreen are so cute,POSITIVE
1156,yeah good luck with that being constructive is all i advocate not smashing your face against a brick wall,SARCASM
489,yep stuf is a great little app too although and admitted that is more what i use it for too,POSITIVE
603,floride medications domestication depression read the four agreements we a collectively sleep walking but we are also waking up keep being the warriors for waking up,NEGATIVE
1287,i commented you continue with hate and speaking of bubble hillary is about to pop,SARCASM
851,han solo has depression pass it on,NEGATIVE
906, i lost myself between depression and anxiety i could not leave my bed i had pretty bad thoughtsi was barely living at that pointso i am sure i can say this boy saved my lifewhich is crazy to think about because i have never met him never spoke to him and he does not even know ,NEGATIVE
340,gosh i had not realised how much film studies work pete had set us meanwhile i am going to watch the motorcycle diaries,POSITIVE
1259,got a car using mobile phone and computer then whinging about coal your lifestyle is powered by petroleum mate yet you do not say no to computer,SARCASM
582,having a good time* anxiety and depression * pictwittercom bjuajju4vx,NEGATIVE
404,this is silly but i had a dance tryout on friday and i find out today if i made it could you wish me luck &amp pray for me please,POSITIVE
593,see i have learned a lot about myself through rpdri am pan seeing these strong individuals inspire mei have anxiety depression watching katya & miss fame made me realize that this was not normal to feel awfuli am bulimic & i need help & i am not an exception to recoveryemoji ribbon,NEGATIVE
1040,her father is an immigrant from palestine successful ca real estate developer muslim,SARCASM
264,anyone care to comment on last nights hells kitchen well,POSITIVE
950,i have been sleeping late again and a bit of depression is creeping again i just hope it will not be another episode worried,NEGATIVE
1174,wow she really doe just repeat what others tell her i know she s joking so ami,SARCASM
225,bali in july japan when is a good time to go to japan anyone,POSITIVE
1329,is a much a hysterical reactionary idiot a any democrat of the 19th century gop party of lincoln democrat enjoy,SARCASM
644,weather improvement lifts depression   overland overlanding adventuretravel travel europe motorcycle spain pictwittercom vobvxdik8v,NEGATIVE
806,not too sure but there was a message on his facebook asking people with depression to talk to someone etc so a sad story it seems,NEGATIVE
1444,yeah about that for a communication company you are not so good with the communication csr helping now,SARCASM
874,today my teacher started talking about depression and anxiety etc and i fr got goosebumps the whole class,NEGATIVE
915,expression is the best outlet for depression,NEGATIVE
578,i have depression of epic proportions,NEGATIVE
921,imagine my depression healed bc of stupid little acrylic charms of my faves dressed up as cafe employees,NEGATIVE
1188,what irks me the fact that he did not sound intelligent in front of the intelligence community,SARCASM
246,love you diddy diddy live &gt,POSITIVE
623,depression & obsession    xxxtentaction,NEGATIVE
793,i am in love with contemplating about the pressure conversations about depression confrontation because we care too much about each other,NEGATIVE
399,hater you are done so soon you should enjoy your last time here hah,POSITIVE
1320,or that they want to replace flynn with a man who plead guilty for mishandling classified doc hypocrisy meet,SARCASM
69,i have to go now make up duty for tomorrow goodnight to all,POSITIVE
1351,i honestly thought brit are more educated lol most no nothing aside football and brexit you mean most know nothing educated go back to school,SARCASM
729,stress related health issues anxiety disorders and cases of depression have soared over the past 30 years despite the fact that we have flat screen tvs movies on demand groceries delivered non stop internet,NEGATIVE
898,emoji waving hand sign medium skin tonei suffer from clinical depression social anxiety a variety of other conditions of this sort i am also a man and i am not a misogynist,NEGATIVE
311,wondering why capcom found it necessary to comically increase zangiefs bulk throughout the street fighter games,POSITIVE
498,thinks that enough tweaking the twitter home pagemight be too david salle,POSITIVE
499,shopping,POSITIVE
1247,no more than the word crooked collaborate or traitor in chief,SARCASM
787,t1 depression anxiety panic disorder generalised stress functional disorders addiction those with psychoses mostly go to psychiatrists,NEGATIVE
355,awesome i have onetheres some cool games on there,POSITIVE
204,goodnight all,POSITIVE
660,i have spent the last year of my life researching the effects of hostile immigration policy on childrens mental health anxiety depression trauma etc have all increased since the 2016 election in children,NEGATIVE
129,today is thunder over louisville   the start of the derby festival i love being here for the festivities even if i am not going,POSITIVE
1084,sound like a nicely proven technology for bot detection,SARCASM
298,i did not make cos i was one mango short but i was to use fresh mangoes they are in season,POSITIVE
1130,son it s a swear word that adult use to emphasize a point anyway you re 10 yr old wtf you doing on twitter anyway i m deleting your account now put the gd phone down and get outside and play,SARCASM
176,hm so i take it the essays are not going so well right now perhaps a swap i have nothing left to lose lol,POSITIVE
416,lls hell noand imma witness because i have an 8am and 10am class,POSITIVE
222,btw meant to tell you earlier sweet shirt to wear afflication ufc shirts still waiting on my cool card to get auth to wear,POSITIVE
1100,you are a bay area sport fan who want cal exit bc you hate ca fine by me,SARCASM
1263,it always amuses me greatly how trans want people to accept them for who they are yet can t even accept themselves for who they are hypocrite stunning and brave,SARCASM
893,damnmine is different from yoursnot really involving money it is more toward emotions depression not feeling like myself do not know who i am anymore anxiety sleepless nights feeling like i have given up thinking about death questioning lifeit adds upemoji crying faceemoji crying faceemoji crying face,NEGATIVE
1135,is not it a shame that hindu fanatic are spreading terror in iraq and syria just last week a certain hindu tried to kill few people on the london bridge jamal khasoggi wa murdered by a certain r worker osama bin laden wa a member of the bjp islamic fanatic,SARCASM
1463,press conference mid dec with implementation on jan 1 but no detail given re pricing downtown business must be loving the suspense and feeling the support from the why would anyone plan a day downtown especially during winter,SARCASM
586,depression everybody i know is suffering from the fxxxking depression what a great life,NEGATIVE
942,oh my god you are rightemoji crying face i am so sad i need a depression nap now,NEGATIVE
1431,ha i love how you are trying to spin it to me being sensitive when you are policing the protest from your keyboard,SARCASM
1335,please read your own tweet back to yourself really slowly repeat until you have urge to bang head on desk,SARCASM
1210,may 13 2010 wa a very sad day for mothership fan guess a good day for svu cast crew though,SARCASM
145,great photographs saw you guys play at the westjet street party short set but awesome nonetheless,POSITIVE
300,hey hun great to see youre on twitter too hope youre well x,POSITIVE
791,depression is real,NEGATIVE
155,hey kim i am a huge fan ur like my role model and i really hope i can actually meet you one day,POSITIVE
918,anyway going emoji airplane intense depression nap,NEGATIVE
1134,he managed to keep prayer out of school along with the please of allegiance,SARCASM
234,went 2 wallyworld today had an awesome time getting a kewl easter basket and a nitelite for my computer,POSITIVE
267,of to sacc meet my parents,POSITIVE
632,i envy the artists who use their depression to bolster their work i crumple under the weight of mine,NEGATIVE
820,this track could cure chronic depression,NEGATIVE
282,happy sunday to all getting ready to go to church i love god so much do you take care friends,POSITIVE
334,good trance music &gt redbulls asot400,POSITIVE
858,maternal depression exposure associated with long term cognitive consequences throughout childhood and adolescence in this 16 year longitudinal study,NEGATIVE
839,i guess people with depression do not deserve to get jobs then just let them get kicked out of their house for not being able to pay bills,NEGATIVE
879,anxiety and depression always been a thing its just that in this time people are starting to be more open,NEGATIVE
1422,i only named famously right wing murderer are you forgetting what you tweeted that i responded to,SARCASM
913,me falling into my anxiety and depression pictwittercom xglw9pkxgl,NEGATIVE
1492,what a good guy so nice of him,SARCASM
64,this car is costing me an arm and a leg but it is so cute i have to forgive it,POSITIVE
604,presented my senior seminar research today on the use of mushrooms as a treatment for depression and everyone is take home message from it was i do drugs,NEGATIVE
1020,nice to see our pm outright lying to the president,SARCASM
1453,irony atleast they do not need advice on carrer leave abt love marriage,SARCASM
415,loveeeee you,POSITIVE
341,yes the littlest houseguest is going home today its already turning out to be a great day,POSITIVE
429,your music helps me through my sleepless nights,POSITIVE
823,adversity is like the wind at times there is calm other times a breeze and sometimes a gusthow do you get through the troubling times in your life trials adversity lds love peace depression anxiety grief fear lonely help selfhelp pictwittercom 43kjwsn0dr,NEGATIVE
1264,but but they also rx sglt 2i and or dpp 4i so high carb ok,SARCASM
1424,maybe we should lock up everyone that look like him too,SARCASM
1315,i know shocking right accusing you of being close minded xenophobes while systematically abusing you,SARCASM
672,i have been handling my stress pretty well depression has been at an all time low working on being happier it is a process not a fun one somewhat a fun onetaking every measurable step to achieve the goals i have set from the daily ones to long term goals igotthis,NEGATIVE
84,i am fine thank you keep being beautiful always,POSITIVE
738,full on depression if my dog dies,NEGATIVE
1472,i think you are right primary school tag only here no tackling got the cane for physical contact,SARCASM
1398,every thing is justified when it about ummah,SARCASM
1185,i do so hope that is meant to be sarcastic you crazy apocalyptic musician,SARCASM
854,anchor hocking manhattan pink depression glass serving bowl relish dish candy dish with double handles ribbed pattern 1930s via,NEGATIVE
425,let us no some of the weird business you see lol,POSITIVE
121,i will be the sun in your sky i will light your way for all time promise you for you i willll,POSITIVE
1466,it those mp your or should i say you are currently defending that allow murdoch and the like to prosper,SARCASM
295,we got beaten but less than they were getting beaten without me,POSITIVE
315,thank you when i was younger i used to hate it because i was bullied for being ginger but now i love it x,POSITIVE
1467,1st amendment only applies to the government not private corporation so you are factual wrong,SARCASM
1114,they have zero say they can slow it down but not stop any because they changed the rule in 2014,SARCASM
40,someone turn on the shower please,POSITIVE
849,is it me or is the world going through a collective existential depression,NEGATIVE
48,thinking of you everything crossed turn baby turn,POSITIVE
1286,what a sicko actually asking for a kiss instead of just getting it over with and kissing,SARCASM
1304,you could argue he saved lfc many of the people who came together to oust him were the same who forced gillette hick out,SARCASM
497,is she going to drive a drill into my back ,POSITIVE
1439,hahahahah i think it a direct tie in,SARCASM
1310,won t we be able to see tweet once we leave europe,SARCASM
477,happy birthday have a great day  and thank you for following,POSITIVE
1250,say the guy who declared there is no evidence then asked to peer review it,SARCASM
51,tired today   drunk husband to be rolled in at negativeam with bunch friends for another drink noisy lot,POSITIVE
398,nice spring day birds tweeting away,POSITIVE
708,i just ate so much taco bell i am going to lose 35 pounds depression,NEGATIVE
992,damn my depression really be out here today emoji face with tears of joy sup bitch ,NEGATIVE
682,ok i am sad depression nap time emoji sleeping face,NEGATIVE
1363,ben carson can not tell apart a tomb from a silo becomes the you secretary of housing and urban development,SARCASM
337,ever since i bought my macbook i send much more emails it is so fucking easy that i becoming a spammer,POSITIVE
1389,you actually tweeted this nonsense and spoke of backward people,SARCASM
740,he told us he was diagnosed with depression some years ago and that he goes to a therapist and he was telling us so many kind words,NEGATIVE
471,enjoying the nice cool breeze of my new desk fan,POSITIVE
982,aw yeah depression will not know what hit it,NEGATIVE
453,hoping for good news this week,POSITIVE
778,i was going to fight my nap today anbe productive but i am going to go take my depression nap or else ill cry over ultralight beam the entire evening pictwittercom uusttcssj3,NEGATIVE
1219,can not wait until they have to petition the european court of justice,SARCASM
1221,paciorrety ha to hone his defensive play before getting promoted,SARCASM
1162,i have been following him religiously but given his predilection to chop and change his political opinion it hard to tell without attached,SARCASM
115,falling asleep here so goodnight everyone,POSITIVE
242,night twittz jus came home from partying loved it hella tired allergic to cats ew all irritated,POSITIVE
1406,it is a shame machine learning wa not invented when it took them 15 year the first go around,SARCASM
1278,are person with autism even sentient at all,SARCASM
348,just need to be outside a little while to get my fix then i am fine with glances out window while i do the puter thing,POSITIVE
1377,1 i know in alt reality speaking unflattering inconvenient truth about team trump hate but is,SARCASM
62,tell her simon &quotwho used to be from tuks fm&quot says hi,POSITIVE
31,it is cold man am i loving this weather,POSITIVE
743,depression is not a jokeinstead of supporting hernetizens are dragging herwhat a shameact like a human,NEGATIVE
274,good try well done with the painting by the way,POSITIVE
1386,we could have 55 point when we go to castle greyskull,SARCASM
1105,a black man saying he wish for black genocide for christmas sound like a richard pryor joke,SARCASM
876,depression,NEGATIVE
882,technically speaking antidepressants tend to make people who are diagnosed with depression more saddened than they were before at least the first few months of taking them makes their depression worse,NEGATIVE
447,eeeehhh had double scoops of ice cream for lunch today bliss x desserts bar had some promotion it was only rm4,POSITIVE
290,lunch over dishwashing over i am back,POSITIVE
861,irishmed t1 early intervention also gp aware of impact of physical health on psychological well being aside from discrete mh difficulties ie anxiety depression,NEGATIVE
570,depression activated,NEGATIVE
1202,their language defines their narrative acc to them aleppo ha fallen while palmyra is retaken syria,SARCASM
1459,look another privileged white person speaking on behalf of the underprivileged black and brown people because clearly they can not defend themselves low key racist,SARCASM
1391,your blind belief in every word trump speaks is the definition of sheep,SARCASM
109,let us see how well this 25 hours of sleep holds me today i predict a massive slowdown by 143positive that should be funny,POSITIVE
627,lol i have honestly been going through the worst depression i have dealt with i am just containing it all so well,NEGATIVE
884,looking forward to next weeks depression because of fictional characters pictwittercom mbzoqwifnn,NEGATIVE
748,modern family is the real depression,NEGATIVE
590,battling depression and it is only wednesday emoji face with thermometer,NEGATIVE
1128,it is actually a think piece about racial identity and how you have to look deeper,SARCASM
827,i am 99 stupid jokes and 1 depression but only when you are not looking,NEGATIVE
1476,funny coming from the asshole who belief in a sanctuary city,SARCASM
889,kettle cooked salt and vinegar chips cured my depression,NEGATIVE
391,thx 4 the fb if you like go to &amp get 3 albums of mine for free   donation have a great time,POSITIVE
362,is studying once again happy 4 20 everyone xx,POSITIVE
554,i promise you if you are going through a rough time with anxiety depression or whatever the case may be journaling will help emoji cherry blossomemoji sunflower so if you have had a bad day write if you have had a good day write it will help emoji smiling face with smiling eyes,NEGATIVE
1013,we have been laughing about that when his friend did not want gov job being a billionaire is way more fun than president,SARCASM
284,i will tomorrow my computer is off and i am on my phone right now,POSITIVE
1352,moronic flat der per refers to actual intelligent people a retarded,SARCASM
635,more evidence for the benefits of exercise for mental health depression physicalactivity mentalhealth,NEGATIVE
237,watching the idnhu vid,POSITIVE
929,post vacation depression is real,NEGATIVE
1366,that is true unfortunately devs are not taught empathy we like to take fast gain in short term and big loss in long,SARCASM
934,in high school the kids are not all right with social and academic pressure mounting a teacher shares what he is learned about tracking his students mental well being mentalhealthawareness depression anxiety ketamine ketamineinfusiontherapy pictwittercom oaumsbqhte,NEGATIVE
620,anyone have any resources for me re depression and intuition specifically nourishing your intuition while learning which thoughts are the depression,NEGATIVE
624,happy birthday i know i barely talk anymore but i want you to know you are my biggest art inspiration ever someone who is saved me from my depression and always brings a smile to my face thank you for everything you do you will go so far my favourite person ever,NEGATIVE
724,hah had a bad day my sundown by randomly came on still the goat in terms of simultaneously allowing you to wallow in your depression while forcing you to build yourself back up,NEGATIVE
654,depression is not a meme it is not a joke it is not something you can claim because you think it is cool or trendy or because other people near close to you have it depression is real & serious so plz stop making depression jokes when you do not have it,NEGATIVE
119,i love a good book,POSITIVE
1274,big fan of asset sale management but you should keep your sporting political allegiance to yourself,SARCASM
1140,spanish fort al even the few bagger that where working where aggravated with grocery manager bawaneh i throughly enjoyed helping bag my grocery and placing the grocery in the cart,SARCASM
697,why is depression such a pain in the hole there is nothing going distinctly wrong in my life and i still want to fuck myself off a tall building,NEGATIVE
150,pipe down calling,POSITIVE
1258,dude dressed to the nine will cry gold digger if woman pursued assumed they have big money,SARCASM
1015,i remember a few month back we were saying the american should not tell you how to vote on brexit,SARCASM
1099,you do realize you have a profile pic of a man that kiss other men on the lip right,SARCASM
572,i am depression,NEGATIVE
495,awww,POSITIVE
297,umm through this arrangement what would be the earliest day i could get them,POSITIVE
952,it is okay i just wish people took things like depression more seriously,NEGATIVE
162,mad at and for completing our mission without me but app was so good and very pretty,POSITIVE
665,depression is coming i feel it my veins just what i wanted love it i give it 10 out of 10 soo good,NEGATIVE
320,is that what we are having for breakfast tomorrow,POSITIVE
946,lmao the weather is mad indecisive tho alllll my depression is fully present,NEGATIVE
585,have first appointment tomorrow with the new care co ordinator i am already dreading it and do not want to meet him despite knowing them i am cross and frustrated knowing i will be blamed for my mistakes mentalhealthawareness ptsd eupd anxiety depression struggling,NEGATIVE
1167,sigh meghan ha to go helping those impacted by the grenfell fire in a way that empowers them developing a clothing line to help those indeed of business attire 4 interview bringing attention to uk charity 3 successful tour representing the uk it is all too much,SARCASM
534,if you had undiagnosed learning disabilities or just do not learn well in a school envrionments the systems at play state you do not work hard enough or you are objectively worthless if you want to know why depression is going up look at schools,NEGATIVE
878,it is no wonder people have anxiety and depression when you get a disability the insurance companies fmla companies and the doctors are enough for anyone to be anxious form after form and then the,NEGATIVE
268,awww thanks for calling me sexxxyand i thought you forgot about me,POSITIVE
338,welcome back to la congrats on shout out looking forward to your residency at hc,POSITIVE
766,i woke up from a depression sleep to retweet that and die how is everyone doing,NEGATIVE
890,stick to cut creases not cut wrists depression,NEGATIVE
1227,disgusting and ur tweet is actually what scum would write,SARCASM
1058,no you do not they shur down exit ramp for hour simply trying to save time by speeding,SARCASM
539,antidepressant of the daydepression joy antidepressant medicine hope rest faith god inspire encourage peace antidepressantoftheday happy pictwittercom yyweoaauae,NEGATIVE
768,depression nap incoming gn,NEGATIVE
803,ah look at the time depression of the clock,NEGATIVE
1000,trying to protest about talking about him and his label and they label themselves wtf doe that make them,SARCASM
745,my hobbies include subtweeting depression naps regular naps and anxiety attacks,NEGATIVE
794,the day that i over come my depression will literally be the best day,NEGATIVE
971,tim duncan retirement depression day 653 emoji loudly crying face,NEGATIVE
1294,you have embraced trumpism but it is who fell for the con now that is,SARCASM
842,me too shortly only so much depression i can tolerate per day,NEGATIVE
504,i am going to need depression meds soon these rainouts are spinning my equilibrium out emoji pouting face mother nature is being a mean b t h emoji face with symbols over mouth,NEGATIVE
390,this shit lamee foreal lmao  but hey follow me,POSITIVE
126,i wish i was not following you so i could be your 1000 follower wayne,POSITIVE
189,hi  i would suggest music of my electro project *** *** free download &amp have fun cheers,POSITIVE
456,good morning twitter critters,POSITIVE
281,feels like eating an 18 inch pizza from yellowcab can someone give me haha,POSITIVE
958,binge watch a couple comedy shows on netflix while in a bout of depression and it never recommends anything else every again,NEGATIVE
206,i half taught myself half actually learned viva la vida by coldplayepic song,POSITIVE
970,post animal shelter visit depression is a real and serious problem,NEGATIVE
1177,it indian cricket council if i am not wrong,SARCASM
525,hello queen i know you are going to do a q&a so i wanted to ask do you have anxiety depression etc btw lysm queen oh btw can you follow me on instagram my account is queenxxlarray so ya you better check it out ilysm and have a wonderful day baddie,NEGATIVE
194,if you are truly addicted to twitter you should link your facebook and your twitter together update one and it does both,POSITIVE
1027,your president spends most of the day bashing people,SARCASM
21,woo thanks ron and steeve for following me yeow i have folowerssss haha ps i want to got to the ellen show,POSITIVE
966,*hug i simply meant alot of us are sad here not sure of depression though,NEGATIVE
409,thank you and yes we are expecting 5 not sure yet when i am due ultrasound on may 14 growing fast,POSITIVE
1341,you re so brainwashed and hateful yet you talk about knowledge,SARCASM
1478,that is rich coming from a man that interfered w many election including israel credibility,SARCASM
1469,much like trump stance on pretty much anything eh edward,SARCASM
196,thanks i will take inspiration from todays test,POSITIVE
1124,lol you call yourself freedom zone and you takl about getting rid of public medium,SARCASM
1208,especially with all the focus the medium put on the victim instead of email,SARCASM
1029,ofc he is not the mayor of islam doesn t mean ignore his own do not see any status on eid ramadan muharram,SARCASM
1116,democrat demand we judge each immigrant on their character yet you judge all republican a evil,SARCASM
