Unnamed: 0,type,statement
328,negative,now you have cancelled flightled my flight first a priority ticket bumped and now this you are losing customer people are furious
4118,positive,lol you guy are so on it me had this been month ago our fleet on fleek http tco lycarltfhl
3776,neutral,lost black wallet at dallasairporti wa on flight to clewould appreciate ur help last i used it at on a
4285,neutral,it is all a right
388,negative,highly disappointed in the baggage service with this merge with you guy have lost our st bag and now missing item
5977,positive,your attendant at the atl airport are awesome very helpful with all the cancelled flightlations this morning
538,negative,ua just admit you have no clue when flight will leave denver unfriendlyskies
4335,neutral,dmed back
4060,positive,perfect that work thank you
197,negative,what an incredibly arrogant thing to say while i sit here at ofhare waiting for your incompetent airline to refuel on a
5171,positive,thank you for always have the most amazing customer service bring on the disney princess half marathon
1431,negative,ha no customer service via phone or in person just a stone wall with a giant middle finger painted on it
499,negative,but eagle is always late flight
273,negative,disappointed that my flight back to boston from pr wa cancelled flightledrebooked the next daydelayed that one too and no compensation
2761,positive,yes always a treat to fly with you guy
2279,neutral,ok noted all detail will be dmed to you shortly
2306,positive,baggage check in and in flight crew the friendliest ever flight ogg to lax
36,negative,the most frustrating flying experience one continuous i dunno what time you will leave today dunno that is code for
2458,positive,thank you i will do that next time
859,positive,thank you i know yall can not control the weather i appreciate yall working to get my flight rebooked the last two day
952,negative,it seems like no one from united can help me lot of finger pointed zero people stepping up at least the gate ha oreo
3772,positive,followed and messaged thanks so much for the help
4350,positive,wa not on board you today just watched report unfold on twitter but still am very proud
980,negative,should but did not
3537,positive,sent you my confirmation via dm thank you very much
760,negative,received horrible customer service at lax on reservation cancelled flighted without notification despite having confirmation number
4588,positive,thanks we did
706,negative,belt issue been a rough day for them worst part is traveling with month old and having to wait outside in degree
1807,neutral,myself and others
1483,positive,thank you margo at houston bush intercontinental for getting me home earlier
2728,positive,thank you for your offer all sorted out
5519,positive,very quick ty i am sorry to hear this can you please follow and dm me the detail of what transpired jh
1627,negative,also not have food available even for purchase is quite shocking since this is a hour international flight
343,negative,i am rebooked now but the line wa people deep
971,negative,no excuse though for gate change though
1402,positive,joanna is wonderful new flight booked by a very friendly and helpful agent during a very stressful day thank you
1092,neutral,can you all develop ding for a chrome firefox browser extension that would be swell
1243,positive,thank you very much
309,negative,now down to only one agent helping a stagnant line of almost customer super
2933,neutral,ok she is worried that something is wrong with the flight and should she consider flying earlier
874,positive,thank you
125,negative,the phone number the gate gave me doe not work either what is your customer service phone number
3694,neutral,what about flight
5524,positive,flight booked heading out to california with the team for on march can not wait expowest
3617,neutral,my flight at bwi is delayed and i will miss my flight in denver is there a way to find out if they will hold the plane
3618,neutral,rdu flight expected to be ok this afternoon and tonight
5427,positive,on a good note the employee i encountered newark were fabulous i wa very late flight for my connecting flight and they got me on
4739,positive,another awesome new plane flight and extremely nice captain steve connolly
3851,positive,you have the nicest gate attendant at newark airport gate right now multiple delay and she is still pleasant with everyone
1888,positive,i adore you and am so looking forward to my flight to austin in two week
241,negative,there are a lot of unhappy cold people on the bridge in freezing temp for an hour not given any info
2929,positive,great thank you
16,negative,no private msg me and will provide detailsu really need customer svc training for your staff
5347,positive,total win happy th bday on intercom chocolate flight kiss and a chance to hand out snacksthank you http tco nklozcntto
1218,negative,what is with your lost amp found my wife lost her phone in philly amp followed your web instruction to call an no answer
862,negative,flight my frustration boiled over after dealing with attendant her attitude wa ridiculous
3953,neutral,and i became best friend bcuz of is there any other way
4033,positive,i think this is the best first class i have ever gotten denver to lax and it is wonderful
1113,positive,me on one of your plane thanks for taking me arizona http tco finqfhue
415,negative,three hour on hold then disconnected conf ebhset need to be home sunday for interview
1143,negative,minute flight from okc and then make u wait minute because the gate is not empty epicfail poorplanning
335,positive,the staff wa rather efficient and got u solution just freaked me out a little being in limbo in the air
546,negative,me too in the future have a better harsh weather preparedness plan so much of your staff called out that everything snowballed
951,neutral,tremendous job atlanta airport saw sw celebrate mardi gras another reason i am nut for you guy http tco wbzorrnc
536,positive,thanks so much just had to make a cancelled flightlation i have sent you the info
4729,positive,it is ok southwest is still the best airline around just hate when baggage room run out my now checked bag ha headphone
1548,negative,not about being on my way or impatience on my partits about you being untruthful and not having proper system in place
334,negative,about flight all using same gate w bus to the plane awful boarding process hour and a half late flight
4476,neutral,can you help me get a flight out tonight to houstonjust do not want to be stuck here till monday with all this bad weather moving in
4138,positive,nothing but praise for you helping our lady make her flight to chs tonight impressed
4575,neutral,thanks i just sent a dm with this info
1270,negative,i am over you evry st flight i take w you is delayed amp evry nd is on time so it missed evry time lastflightofthenight breakup
4457,neutral,i should also add the weather condition are terrible expecting inch of snow any advice
3692,positive,yes yes yesso glad to be headed home
1186,neutral,on the brink of bankruptcy our fleet on fleek http tco ldxnqqq
199,positive,thankful for great service in newark seat fixed and i wa seated with my daughter fab landing in fort myers
567,neutral,ftw hope they will sing u a song on our flight to phoenix today terminal humphrey http tco mavigetbbw
1181,neutral,reinstating the kosher meal that were dropped shortly after the merger
2880,positive,anything for you flyfi http tco jcedikyu
1702,neutral,our fleet on fleek http tco qxvwgl i have to refrain what i want to say
4240,positive,thanks for your assistanceyou guy rock
3508,positive,absolutely
1334,neutral,currently on my new robotic love doll reminded heavily of s bit about them hence an excuse to say huxleyesque
2798,neutral,so what is the hold up on flight
802,neutral,can you respond to my dm
186,neutral,connection is u
327,negative,will you cover the cost of my car service waiting time
568,negative,lie liesstill sitting at the gate have not moved an inch http tco lulgnweffh
4007,neutral,daughter record loc is kybilc she is traveling with yo and need to be in adjacent seat not across isle
4255,neutral,how do you get one
3071,neutral,if i wa rebooked do i have to pick up my luggage
162,negative,get flight into the air
1048,negative,stuck in nyc flight cancelled flightled day in a row long wait time on phone running out of but swa no help
5504,positive,flyfi thank you seattle and udub here we come http tco kbhymgkap
817,neutral,i live abroad and am flight booking problem flight for when i come visit the state
3475,neutral,can you help u figure out our correct six digit confirmation number
1225,negative,really frustrating to be endlessly waiting at phl for a ground crew to taxi u in at pm at night why is this taking so long
1016,negative,web app will not let me upgrade seat call center wait time is minute plus just want to get more legroom but it is a pita
1009,negative,on hold for hour now have been calling since monday i have a flight today need help now worst noexcusesaccepted
1288,neutral,you are going to compensate u for the two plane change in atlanta right
1209,negative,thx come hell or high water
845,negative,and after six hour even the gate agent got fed up and left u all on line in front of an empty desk stay classy u air
3009,positive,done
4051,positive,really appreciate the follow up i always fly with you all for a reason
3466,neutral,need help never got ticket conf ggqzqd
2656,positive,thanks http tco pdrllre
2825,positive,dad on segway is the best part of this whole infographic
422,neutral,our vacation going to be ruined w day of rain the change fee for of u is nearly cost of original flight can you help
522,negative,you are beyond redemption jfk baggage claim look like a luggage warehouse
150,negative,and now your rep just hung up on me after over min on hold because i asked for a supervisor i am furious right now
2223,neutral,when southwest did this to u a mechanical problem at least they gave u round trip voucher will you step up to the plate flight too
1231,negative,on flight delayedconnection help for flight help via email
4274,neutral,schedule is open through the end of october got columbus day wknd in new england for k point for check your calendar
2374,positive,always have it together you are welcome rt you are so welcome
720,negative,airline is the absolute worst they have no idea what they are doing neveragain unitedairlines
1608,negative,one of your worker refused to give me her name a a reference for my note her tone amp language wa very unprofessional
4895,positive,that would be great thank you i will send it over when you follow
714,negative,serious potential for a want to get away commercial out of this debacle but for real you should fire
4367,positive,sent a dm just now thanks i am incredibly happy the fast response i got via twitter than via customer care thank you
1358,negative,offered to pay for tix at the airport bc we were never told that our reservation did not go through wa told i could pay pp
2030,neutral,hi is it possible to upgrade to a mint seat on an already booked ticket thanks
2220,positive,so sorry i ended up on u air flight thank you though for getting back to me
5422,positive,just got it back about min ago went about hr w of it but i appreciate the support voucher for essential
3150,neutral,thank you the email about rr pt amp how to gain more wa not clear so all of mine r gone anything you can do is appreciated
459,neutral,i can easily get to the atlanta show i just need ticket help
5930,positive,thanks for the info and the quick response
3769,neutral,lmao you all our fleet on fleek http tco lqjtjvoys
4344,neutral,s ceo kelly draw record crowd to business partnership breakfast http tco cvbaolcbl http tco wtapxa
1848,positive,i definitely will thanks
530,negative,hi janet in customer service i am calling you back and have been sitting in que for min plz pick it up frustrated
486,neutral,sitting in the middle for the first time hope it work out well
6087,positive,i know you have a lot of baggage but i want you to know i really enjoyed being inside you jetbae
585,positive,we have a hot female pilot sweet dca to sfo
550,positive,thanks
41,positive,i am impressed with your super fast reply to
786,negative,i can not believe how long flight phi is taking i know it is u airway but you own it i would really like to get home
4243,positive,now flying non stop cmh oak ha me daydreaming about a trip to the bayespecially in this weather ohioprobz
1310,negative,next time you promise an ontime departure you should stick to it instead of stuffing u in this sweat box with no air
5399,positive,i love jetblue flyfi when will we be able to charge our device on domestic a flight thanks http tco obqirobuj
3572,positive,thanks they did not charge anything in the end so all is good
1306,neutral,you are right someone is up to something
1594,neutral,i sure do i am running version
798,negative,it is not just frustrating it wa paid for how do we get a refund
3377,neutral,could you maybe hook with some imagine dragon ticket tonight she is a hugeeeee fan amp would really love to go
1088,negative,your saving grace wa our flight attendant dallas who wa amazing wish he would transfer to delta where i would see him again
5834,positive,hi i just saw a black history month commercial on tv amp i am excited in support of this monthwill you all grant me free trip
1808,neutral,any idea on flight to nashville tomorrow being clear or cancelled flightled
540,negative,you lost a customer today flight today wa cancelled flightled and i had to find out by calling customer service yesterday
4256,positive,social medium team is on point on oscarnight
4730,positive,flying high thanks
58,negative,why doe your iphone app not have any sort of notification option
2947,neutral,iphone gb not plus
1625,neutral,airway stock rating lowered by vetr inc jblu dakota financial news http tco qwebeemvg
1174,negative,my coworker that had the same conflict a me with the hotel issue trying to share posted on their facebook page and they erased it
2078,neutral,is this accurate safety guide shown no mp player usage during takeoff and landing http tco nvkirgkp
976,negative,everyone else wa outstanding
1179,negative,some flexibility on your part would be nice this is why i love they are flexible amp not trying to take all my
2598,neutral,what is the link for flyfi
3487,neutral,just leave certain thing to the kid
4284,positive,you only hear about the bad thing flying the last to weekend the flight and crew were awesome thank you
110,negative,dropping the ball again no catering plane switch no gate attendant hour late flight really nice
4146,neutral,can i add mile from my january air china flight to my mileageplus account
4468,positive,so excited to hear about your move towards international travel from long beach airport
594,negative,it is not about weather it is logistics why should i hold for minute when you called me why not get more desk agent
3206,positive,thank you
771,positive,check in staff at phx are awesome great traffic control for general boarding
4128,neutral,trying to go nashville to london and just have no idea when would be a good time to fly out of nashville right now
3323,neutral,i have a flight out of birmingham tomorrow night can i reschedule it for an earlier flight because of the expected snow
4844,positive,hmmmseems like this could be something to be changed to be more flyerfriendly
3138,positive,thank you for your time
5972,positive,flt ewr to sfo excellent service friendly flight attendant made the am flight a very good start to the day
5485,positive,your airline sound outstanding and your twitter feed is clearly extremely useful keep up the great work
4254,neutral,thank you but i will be cancelled flighting my return flight a i have already rebooked with another airline so i can get home today
454,negative,sorry i meant flight which wa supposed to depart at now say what is the issue
882,neutral,will my u air point now be combined with yours
3227,neutral,lax to ewr middle seat on a red eye such a noob maneuver sendambien andchexmix
1339,negative,is the new and both are worse than taking the americanairlines nocustomerservice fail
3898,positive,an already pleasant flight from london to charlotte u wa made fantastic by an amazing attendant thank you so much robert
561,neutral,how long before departure do gate stay open will i make my connecting flight to rdu from flight
2944,neutral,what is the status of flight out of sju
140,negative,call me chairman or call me emerald after what you did today to me you can call me a former customer
2346,positive,aww thanks aadfw wa on gma up here this amso i understand btw aa is my airline when i am able to trvlove you guy
3672,neutral,lounge heathrow used by http tco hjucpl
1137,negative,will not help u on the phone at the gate or in checkin i book travel for client and can not believe the lack of service
549,negative,nvm my bad it is been an hour and a half thanks
1336,positive,look like i am settled in to where i am going thx
1361,neutral,can i book using some sort of breavement program i need to get home for my pop funeral
24,positive,good fly united businessfirst
3465,positive,thank you for the voucher after the long wait on the runway saturday night at bwi i really appreciate it swfan
453,negative,there is a fat man stuck in your airplane bathroom
3632,neutral,will flight be leaving dallas for la on february th
732,positive,no space in my seat but thanks to your pilot i am back mn early to ohare did not think that wa possible snaord
1629,negative,after a long wait of over an hour my mother bag did not make it we filed a report and are waiting thanks for your help
2776,neutral,yes thanks i found those did not see the gray tab at first
826,neutral,can i do the same thing a changing a ticket by cancelled flighting my current ticket amp buying a replacement online
4364,neutral,if i had a ticket refunded which i purchased for my brother to flycould i then used the refunded credit for me to fly respond
3771,positive,we had great flight into and out of the bahamas even during the bad weather in the northeast thanks for the great service
1371,neutral,i believe you have to follow me in order for me send you a dm
495,negative,no profit maximization is your top priority nothing else even register for you dinosaur
5636,positive,houston bogota boarding again safety first it seems the mechanic fixed the problem faster good energy to fly home family
686,negative,my flight from vcp to jfk wa delayed and now it ha been cancelled flighted what should i do
133,negative,i am stuck in fort lauderdale
1384,negative,deserves to go bankrupt just delayed an outbound flight with no info on the connecting flight that we are going to miss
675,negative,more lie they said in their email we were delayed due to weather when the sky wa clear in the city we were departing
3403,neutral,salted or honey roasted i vote to bring back the salted peanut i dread a year of the honey roasted http tco rhwktqfo
229,negative,severely under staffed at iah
322,negative,you mean take more of my time to write you a physical letter because the fraud department doe not have email or telephone right
1066,negative,sad experience today on family on southwest direct to mco my loyalty to usair not vacationing with my boy today
426,negative,i waited on hold for too long i should not have to wait on hold forever when i never received a confirm in the st place help
2019,neutral,random q what is the distribution of elevate avatar i bet that kitty ha a disproportionate share http tco aptzpurop
2071,neutral,just did thank you
1824,neutral,i have followed you awaiting your dm
2441,neutral,bet you will not honour them like mine ey
5446,positive,i especially like how you upgraded three of your crew member to first class instead of passenger keepitclassy customerservice
2714,neutral,it wa
5183,positive,flight from jfk sfo wa pure awesomeness mint class and tim our attendant wa the best other airline take note
2719,neutral,how will i change it
3747,neutral,promotion fly roundtrip flight to and from atl between and and get a companion pas for the year travel
545,negative,still have not received a response please direct message me for my contact information
6049,positive,i really love your customer service lou ann in phx rock thanks sw be ourguest
517,neutral,aww is it i guess now i need to book a flight to somewhere warm a soon a possible any suggestion
1644,neutral,yes and i would like a refund
1965,positive,never been delayed before to tpa out of bdl better safe than sorry lovejetblue onlyblue jetblueforever
1079,negative,what happened this afternoon huge amt of incoming plane to sfo delayed over hour frustrating
773,negative,well perhaps you could highlight where that is stated we travel between canada amp usa on united with only nexus
476,neutral,you will be hearing from me for sure
5013,positive,thx just dmd conf s mqxc amp mpwnc any help appreciated
1477,positive,giant and virgin america a match made in heaven
2432,positive,thank you for doing the best you could to get me rebooked agent on phone amp addtl resolution on dm wa very much appreciated
515,negative,gate were definitely not full we were parked and wheel were chocked customer service called it an unmet arrival
1452,negative,worst airline in the world delay gate agent loses her mind over lb and charge me on top of the i already paid
689,negative,can i have my bag back ding
3713,positive,looking forward to it when we finally take off
3350,positive,will do just need to get cvg and my bag too thanks
268,negative,i will be patient in my luxurious middle seat on my next delayed flight
427,negative,i interviewed yesterday a a flight attendant i wa the last person the recruiter said they lost my file n came back to interview me
780,negative,well i am not sure what there is you can do the bad experience had already been had
1025,negative,u clt gtfo in first no desert no snack basket incoming wa on time what is up
2471,neutral,yes david allan send an email with this number kmmvlkm and case
1921,neutral,check dm please
7,positive,that would be nice hoping to rack up enough mile to take a trip to seattle and enjoy a perfect latte in the city of coffee
3474,neutral,i know you are getting pummeled tonight we were one of the lucky out of just one more
1236,negative,handled i found tkt on floor dropped by someone no way i am in wheelchair to get to podium
1509,negative,all correct for rate boston to pittsburgh wknd march rate all of a sudden took off made plan came back to buy amp surprised
357,neutral,thanks bummer poor planning on my part i assume the card in passbook will not work either
108,neutral,is that thestarter
572,positive,i still think american airline is greati would just like to be treated better loyal customer first right
812,negative,a friend is having flight cancelled flightlations out of lax to cmh on feb anyway to help her number ha been no help
502,negative,terrible illogical re route after cancelled flightled connection then made me pay to check bag then lost bag ual
1053,neutral,can someone please explain the process of of what happens to property found on a plane after passenger leave at heathrow
631,neutral,i have never met my favorite band and it would be sooo amazing to win destination dragon
3726,neutral,do you have any sort of live chat feature we are in the uk right now and that call would cost u alot
3038,neutral,teyana taylor performing medusafridays free till http tco qwfmoqdql http tco kbbbfxmk themenofbusiness
264,neutral,see photo of b scale model amp our pn a wheel deflator specified in chapter of b amm http tco kfdwqrklw
4576,positive,just sent dm thanks for your attentiveness to this matter
3022,neutral,can you help this need urgent treatment iny old battling cancer could you help with flight freyasfund
203,negative,lt lt lt lt lt shoddy customer service of no use whatsoever unitedairline
3984,neutral,s ceo kelly draw record crowd to business partnership breakfast http tco hrvuktpvn http tco mydnvbzaz
1369,negative,hey jetblue still waiting to hear where you lost my surfboard between jfk and bqn airport
1005,negative,but expect no help from gt lt our flt wa canx at the last minute for weather we flew home on weatherless
134,neutral,i clear that folder regularly and jetblue is white listed so it never got to me
2149,positive,i see thanks for explaining
5654,positive,i will try that thanks if all else fails i will just do the old fashioned method tomorrow morning
936,negative,the passenger waited inside the flight on the runway and returned back in of gate that should not count a a valid journey
1535,positive,you have got a mess here at dtw but your staff is doing great
3267,positive,i dmd my confirmation code thanks again for your help mommy daddy and kid appreciate it
145,negative,gate change two delay even the crew think the airline suck
3519,neutral,ceo weighs profit flyer registration http tco lneghdgn
694,negative,just landed in phl row window cover on nsw could use some love http tco wqzztiemx
4176,neutral,are you going to be giving travel agent rate to those who hold an iata card
3636,positive,joanne from your san diego staff wa phenomenal give that girl a raise she handled our flightnightmare better than anyone
3811,positive,i am flying with your competitor today start with an you and end with d i will never make that mistake again americanforlife
3399,neutral,i think it is ok
5586,positive,thanks for slowing the inbound plane down so that we did not need to worry about eyw being late flight great holz ahead cheer
2570,neutral,traveling w a rifle for a hunting trip can a pistol be in the same large rifle case too wa not clear in freq asked question
726,negative,i wa on hold for over minute and wa talking to one of your employee i asked him for name or id and he hung up in my face
1338,negative,club den east or west both are disgusting http tco xijyrpslzk
1075,positive,thanks
2106,positive,i live in the southwest imagine dragon is my favorite band and i met my bestfriends thanks to them it would be amazing
4636,positive,fyi your customer service rep carol is an absolute delight so pleasant to with with and rebooked me in lightning speed thanks
4157,neutral,i just had an interview how long doe it take before you hear back
1713,neutral,anywhere away from this snow globe to warmth sand and palm tree
2960,positive,thanks i think we have got it figured out
61,negative,flight agent now wandered off pilot came out looking for her went to charge her personal phone which she would been txting on
167,negative,flight ua been sitting on tarmac for min with no report a to whyany input
774,positive,thanks i chatted with a nice fella about it and he gave me the lowdown
1068,negative,disappointed we were not allowed to bring on an aircraft approved carseat on an empty plane not cool
3104,positive,you guy operate a world class company and for that i thank you
424,negative,just when i thought you guy were done messing up you make it worse your airline ruin hope and dream
398,neutral,is it possible to add a known traveler number to my ticket after flight booking problem
408,neutral,the opal dragon book the dragon ali ha woven his murdering way from the philippine to australia http tco cpiosphm
3781,positive,thx for your quick response and action bf will make good use of the voucher satisfied happycustomer
1314,neutral,i bet they do i am sure they have some form of wear and tear on their skin i hope they will survive the rest of the winter xxx
696,negative,she cut people off minute before flight time to check in bag for a flight that wa delayed hour i waited more hr
785,negative,flight booking problem all my late flight summer travel did the au cun direct flight disappear
2298,neutral,stepup makeitright re you best or just money hungry wewillsee
575,negative,so break whatever you want take no responsibilitytoo bad for customer medium filmcrew nytimes
1586,negative,i understand but everyone said different thing and there wa a flight out late flightr that night but only one of u got to take it
1044,negative,probably would not be doing it had someone returned my call or email case number
1380,negative,yes but lost a whole day frustrating poor customer service
3750,neutral,there is a sector whereby it say in both bagsno bag allowance at all in international flight
5124,positive,we will see what we can do kn we are running most of this plane is running thanks for the help
3298,neutral,let u know if we can help
985,negative,oh united how much i despise thee
4282,positive,thanks
457,negative,rebookedarrived hour late flightr last year hr to san diego and the no inflight entertainment
1562,negative,funny you should say that i have been monitoring since january st no change in availability fakeawards luvisbetter
3434,positive,where is my selfie
2802,neutral,travel week delay cancelled flightlations if you want to learn more about the merger press delay my connector in chicago deice
3412,neutral,please hold u for me need to get home tonight before weather almost there
2609,neutral,airport to figure this out or can someone tell me now flight is from san juan to san diego
4557,positive,ooh good one speaking of miamore just know that iadore http tco fwzclbvug loving lovesongfriday
1107,negative,what is happening with phl to lax now hr delay poor communication
920,neutral,i need some help my record locator is bringing up two different flight in your system one op by aa amp one from u airway
2976,neutral,they told to check with the airline regulation first so that is why i contacted you
1496,neutral,reference number to this request
1142,negative,finger crossed amp it all intact very disappointed with this experience a before this we were actually saying we enjoyed using you
3724,positive,thnx for the info
738,negative,from here on out when i can at all i am flying since when is a plane getting stuck in a drift for hour a weather issue
4257,neutral,our fleet on fleek http tco fvyzjldton
1030,negative,still can not get through and travel in day ridiculous donthavehighhopes
910,negative,nope not here you need a little red stamp from the counter check yourself before you wreck yourself son http tco prgysvurm
2031,positive,it wa coming and next catching home to dca let u get another great leg too tonight
2273,neutral,we done it with truck no biggie
2229,positive,me too
396,neutral,trying to get through to cust relation is there another to use
5043,positive,attended to and corrected my complaint via twitter whoa this is the brave new world we live in thank you american air
3005,positive,thanks to julian at login for getting me onto an earlier flight back to dca
1233,neutral,so anything found while cleaning the plane in dc would be at the baggage office even something small
1540,negative,will these price be honored i have waited this hour on hold to make sure i can still get the price i originally started
1445,neutral,need to get my yr old to nassau from sea to meet her great granny she wa named after who just turned flyingitforward
937,positive,frustrating daysno flight home changed airline thank you phl usairway employee amp for help getting me back to iah
4108,positive,great will do once i land in jfk
257,negative,amp finally he wa told he could not use the front of plane restrm he wa row though myself others in row behind him used w no issue
473,negative,what is the delay if the system is not down
4241,neutral,do you still offer discount on seat for child under we would rather put him in a seat than in a lap
5037,positive,so happy you can accommodate peanut treenut allergy on flight st online cover from air provider
1020,neutral,will you cancelled flight tonight pm out of dfw to bos weather
202,neutral,when doe today scavenger hunt start i am trying to help my little brother win destinationdragons
3850,positive,is the best airline out there no one is better than them onelove southwest bestairline
636,neutral,fail set to song http tco axpnxiqb united break guitar lt lmao
2340,positive,lauren i am screaming
2122,neutral,snapchat imessage instagram
1000,negative,after several miss communication i wa able to get to ord but i am not home yet and not sure i will get there due to her error
1104,positive,great thank you best of luck dealing with this horrible winter
2737,neutral,rocking the tim mcgraw hold music
1042,negative,delayed for two hour at ord gtcdg the one time i need to be there to catch a train
599,neutral,out of gainesville fl
5767,positive,just got on the pm in newark home to la your folk at ewr are incredible letsgohome
3888,neutral,i hear delta is offering mile to frequent flyer if their bag doe not come out within minute of landing thought
2335,neutral,you blow
1590,negative,they say they have no update i do not work i do not get paid jet blue ha my money but no flight argh
917,negative,thank you hopefully it is soon we are supposed to leave at
1132,negative,come on i just want to go home i can not miss another day of work stuckinmemphis texasisclosed
2889,neutral,can you check on he status of my e membership card need the physical card to access some international lounge soon
1812,neutral,i have more flight that i would love to redeem for some point but they are a little over a year old is there a historical limit
4071,positive,beyond ready
1521,neutral,that is because we are trueblue it is ur love that keep liftin me higherandhigher http tco xgfstjtmo http tco ixmtmizc
702,negative,i have been denied not sure how you charge one way then on way hime
573,negative,delay and mechanical issue on both my weekend flight ridiculous will tweet a long a we are delayed
886,negative,still no rep can talk day late flightr you r asking me to checkin to my flight tmrw and my refund is being requested deal w this
3759,positive,flying lax to sfo and after looking at the awesome movie lineup i actually wish i wa on a long haul
2434,neutral,are you my friend
4470,neutral,amp plane in grandcayman http tco gxqbtckbr
5550,positive,woohoo that just made my day i looked and just could not find that thank you
1749,neutral,with a glass of wine once we hit altitude
3271,positive,always happy to help
59,positive,thank you
1178,negative,i have a voucher w swa that expires an extension would be a lot of love
5272,positive,just confirmed a seat crisis averted beer will not be missed now
3853,neutral,from amsterdam to ewr
645,negative,that is where we all get on the same page cancelled flighted it min ago help flight from to mco
3394,positive,ha the best customer experience via twitter huge fan
63,negative,sat on a plane for hr on then we finally took off
741,negative,thanks but when i asked for a change with no cost for you the only desition wa nade by computer now is late flight
2250,positive,thank you for responding so quickly with a helpful tool
2726,positive,we hope to see you on board soon and thanks for the tweet ey
1038,negative,yes dale at baggage office wa wonderful but not everyone is on the same page down there we had a hour wait
3401,positive,cldnt be happier w the many plastic wing pin given to me on flight i love them amazing staff so nice http tco cbvfkbkx
4249,neutral,any way that we could look at other option for today
5174,positive,all good beer and oscar ar dia
3278,positive,kudos to robin at lost found for reuniting me w my ipad she wa delightful to work with
1559,negative,no live person to speak with all day at dividend mile after they wrongfully took over mile out of my account
762,positive,this would be an awesome experience destinationdragons
2091,positive,i wa so excited when i saw that you fly there ionlyflyblue
3538,neutral,raise a dispute with your cc provider and they will hopefully clear it for you
2717,neutral,why bro
5240,positive,shout out to the flight crew for taking amazing care of u on our double down flight thankyou
3380,neutral,is your website ever coming back online
179,negative,i do not know no one would tell me where they were coming from i would guess so a that is where we had all the change to flight
3268,positive,will do thanks for the help cheer
1129,negative,i wa re accommodated for my dsm flight tonight after a delay from myrtle beach now the flight to dsm is back on for tonight
2619,neutral,any luck
660,neutral,just sent you a dm w additonal info
1151,negative,i sent my detail to the customer care link you sent me almost a month ago and no response
248,negative,yes there were plenty of seat available so why did vicky thomas refuse to give one to a million mile flyer
3123,neutral,got through on the phone usair cancelled flightled her return flight because she missed a flight on her way out they took care of it
4547,positive,thank you for refunding my bag fee i look forward to it return today i hope
1420,neutral,i understand delay we are all looking at a tv monitor at ur gate and it say current condition are snow hence delay
316,negative,usairways disappoints again cancelled flighted flight missed appointment promised refund is a lie
682,neutral,i did not make a reservation yet it is about changing name on my dividend mile account
5312,positive,and again another rep kicked butt naelah represents your team so beautifully thank you
5470,positive,thank you it is from bwi keep seeing different stats from delayed to awaiting take off to delayed
1638,neutral,min away
4635,positive,thank you so much for your help with my birthday trip ticket are confirmed
547,negative,when an airline cause the missed connection you would think they would take whatever step to remedy that screw up
1108,negative,can you tell me why i waited min and then wa charged the phone change fee even tho i wa not allow to make change online
317,negative,can not get anyone to deal with me in person cowardly customer service i can not be looked in the eye by anyone
5551,positive,new f a from dfw to clt this morning did a great job well done
4194,neutral,sprinted from c concourse to e and just made it coughed up a lung in the process but am now in clt tnx
3326,neutral,please rebook me from seattle to columbus tue locator karaax name mitchell m neuer
2981,positive,thank you for checking in ticket are purchased and customer is happy
2485,positive,not worried it is been a great ride in a new plane with great crew all airline should be like this
2004,neutral,thanks will do
2007,positive,ta off site at thelodge should be a fun day
3327,neutral,flight nwn departs enroute to http tco bdtvrgcy
4320,positive,it wa customer service like i have never seen before kudos to your organization
4057,positive,you suck you are the best
460,neutral,whatever your lil mint heart desire http tco wmxfzc
1354,negative,cost me over dollar because flight wa cancelled flightled and could not even give me a food comp fly they take
1454,negative,i tried dm it would not go thru not sure why
421,negative,flight is delayed hour no reason given sure love flying with your airline whatajoke
2716,positive,fll to mde great flight great customer service thanks mths waiting to speak to a human at customer service
4199,neutral,anywhere warm because it freezing in nyc
4680,positive,we made it so no worry you guy did good tonight and even put on my flight firstclass
355,negative,the amount of money i spent on hotel for a week bc of flight cancelled flightlation another flight doe not make up for the money lost
1612,positive,great flight with no delay thank you
1235,negative,you could train your flight attendant to have some manner and decency
291,negative,my wife sick yr old twin and i have been waiting in line now for hr to see an agent phone agent said nothing til tuesday
4658,positive,statement wa not sent yesterday like jeanine said after i even called last night a well again excellent service
721,negative,hello it is been four hour since plane landed flt phx to jfk hr on tarmac waiting gate plus an hour no bag yet
5154,positive,good to know thanks so much
1821,neutral,ok thanks where are you counter located and how late flight are they open
851,negative,i did it but there wa a problem in the link from the email for check in thanks
1176,neutral,i am going to speak with customer service at the airport tomorrow morning and see what my option are i need a flight tomorrow
206,negative,yepused that twice no case id number assigned just tried it again get screen that say thank you for submitting your request
2291,neutral,if only you guy had flight from cmh
1939,neutral,omgee onfleek why why how many people even know what that mean lol
86,neutral,i am not sure i did the messaging part right please let me know if you received it
1379,negative,i cancelled flighted my flight i really do not need this much trouble
2766,positive,i love american airline
534,neutral,actually flight not
4415,neutral,download jeokoo the american app for air traveler
3892,positive,oh yeah great flight down to mexico with a wonderful crew thank you
554,negative,you sure missed the mark on tonight redeye from lax to chicago what a mess you can do better
942,positive,wow this just blew my mind
68,negative,my mom flight tomorrow cancelled flighted w no notice phone system said callback in hour and it been i need to go to bed
